1,
1,
3,
4,Much improved Latest updates have made it faster and easier to use on Galaxy nexus.
1,Does job but crashes 100% of time since upgrade Just got an upgrade for this last night and that REALLY sinched it! Now crashes 100% of the time! :(
5,
2,
4,
5,
5,
4,
2,
4,
4,
1,
4,
3,
3,
5,
4,
