1,Aka Does not work at all on my HTC DESIRE S
4,WORKS PERFECTLY ON MY HTC EVO!
1,Sh1t Installed, used 4 times with my own text now won't work with my own or preloaded text. Uninstalling
5,Great tool!!! Works Perfect! Thankful.
5,Very cool! Works perfectly with my IC-7200. Thanks so much for this great app! 73, 4X1DA
5,KB7TJM Nice app! Works great & makes a great CW learning tool!
1,Force close on Xperia Play Will go get the source and compile it myself, will update whether that fixed anything.
