1,Does not work after installation
0,Does NOTHING! Uninstall, probably a malicious program or data miner. Motorola ... Does NOTHING! Uninstall, probably a malicious program or data miner. Motorola Droid.
5,Works fine on a Galaxy S
3,Could use an update with better auto-correct
1,Can't install it..
0,Fraud.doesnt open.dont install it
1,Wont open...
1,Wont open :-(
1,Wont open
5,Virker fint! Tak.
1,I Cant instal it
